,codmpio,municipio,depto,CP - Numero,CP - Valor,MP - Numero,MP - Valor,LP - Numero,LP - Valor,T - Numero,T - Valor,tratamiento,alf_A1938,alf_A1951,alf_A1964,alf_A1973,alf_A2018,numero_prestamos,CP - Promedio,MP - Promedio,LP - Promedio,T - Promedio
150,13647.0,San Estanislao,Bolívar,0,0.0,0,0.0,0,0.0,0,0.0,0,1854,0.0,7159,11939,95.7,0,0.0,0.0,0.0,0.0
151,13650.0,San Fernando,Bolívar,0,0.0,0,0.0,0,0.0,0,0.0,0,1079,0.0,6370,9563,92.6,0,0.0,0.0,0.0,0.0
152,13654.0,San Jacinto,Bolívar,247,11.06,91,28.36,38,8.14,376,47.57,1,1278,0.0,3128,5559,94.9,1,11.06,28.36,8.14,47.57
153,13655.0,San Jacinto del Cauca,Bolívar,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,96.7,0,0.0,0.0,0.0,0.0
154,13657.0,San Juan Nepomuceno,Bolívar,2302,1912.74,2177,15975.39,230,69.42,4709,17957.55,1,1127,0.0,2642,4180,94.7,7,273.2485714,2282.198571,9.917142857,2565.364286
155,13667.0,San Martín de Loba,Bolívar,0,0.0,0,0.0,0,0.0,0,0.0,0,1447,0.0,3014,3250,97.2,0,0.0,0.0,0.0,0.0
156,13670.0,San Pablo,Bolívar,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,99.0,0,0.0,0.0,0.0,0.0
157,13673.0,Santa Catalina,Bolívar,0,0.0,0,0.0,0,0.0,0,0.0,0,934,0.0,2576,2932,98.6,0,0.0,0.0,0.0,0.0
158,13683.0,Santa Rosa,Bolívar,0,0.0,0,0.0,0,0.0,0,0.0,0,1261,1632.0,3701,6493,99.7,0,0.0,0.0,0.0,0.0
159,13688.0,Santa Rosa del Sur,Bolívar,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,99.5,0,0.0,0.0,0.0,0.0
160,13744.0,Simití,Bolívar,153,37.04,99,33.56,0,0.0,252,70.6,1,0,0.0,0,0,99.1,1,37.04,33.56,0.0,70.6
161,13760.0,Soplaviento,Bolívar,0,0.0,0,0.0,0,0.0,0,0.0,0,1341,0.0,4493,6625,99.8,0,0.0,0.0,0.0,0.0
162,13780.0,Talaigua Nuevo,Bolívar,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,98.3,0,0.0,0.0,0.0,0.0
163,13810.0,Tiquisio,Bolívar,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,96.4,0,0.0,0.0,0.0,0.0
164,13836.0,Turbaco,Bolívar,0,0.0,0,0.0,0,0.0,0,0.0,0,2187,1678.0,3436,5669,99.3,0,0.0,0.0,0.0,0.0
165,13838.0,Turbaná,Bolívar,0,0.0,0,0.0,0,0.0,0,0.0,0,1248,1920.0,4129,5863,99.1,0,0.0,0.0,0.0,0.0
166,13873.0,Villanueva,Bolívar,0,0.0,0,0.0,0,0.0,0,0.0,0,847,954.0,1287,1836,96.4,0,0.0,0.0,0.0,0.0
167,13894.0,Zambrano,Bolívar,0,0.0,0,0.0,0,0.0,0,0.0,0,1393,1569.0,2786,4086,92.1,0,0.0,0.0,0.0,0.0
168,15022.0,Almeida,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,2322,0.0,4065,4758,99.5,0,0.0,0.0,0.0,0.0
169,15047.0,Aquitania,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1671,2129.0,3910,6536,99.5,0,0.0,0.0,0.0,0.0
170,15051.0,Arcabuco,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1089,1491.0,3051,5079,99.8,0,0.0,0.0,0.0,0.0
171,15087.0,Belén,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,8946,11787.0,17385,23576,99.9,0,0.0,0.0,0.0,0.0
172,15090.0,Berbeo,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,628,0.0,1118,1148,99.5,0,0.0,0.0,0.0,0.0
173,15092.0,Betéitiva,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1556,2307.0,4577,7789,99.9,0,0.0,0.0,0.0,0.0
174,15097.0,Boavita,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,5041,9191.0,21389,44099,99.3,0,0.0,0.0,0.0,0.0
175,15104.0,Boyacá,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1709,824.0,1787,3372,99.1,0,0.0,0.0,0.0,0.0
176,15106.0,Briceño,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,2057,0.0,2394,2700,99.5,0,0.0,0.0,0.0,0.0
177,15109.0,Buenavista,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1071,1409.0,1808,2760,97.0,0,0.0,0.0,0.0,0.0
178,15114.0,Busbanzá,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1095,1425.0,1688,2601,99.7,0,0.0,0.0,0.0,0.0
179,15131.0,Caldas,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,5180,0.0,8261,13475,99.3,0,0.0,0.0,0.0,0.0
180,15135.0,Campohermoso,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,99.6,0,0.0,0.0,0.0,0.0
181,15162.0,Cerinza,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,2349,0.0,0,0,99.2,0,0.0,0.0,0.0,0.0
182,15172.0,Chinavita,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,2891,0.0,1953,2692,99.4,0,0.0,0.0,0.0,0.0
183,15180.0,Chiscas,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1102,1449.0,2821,0,99.2,0,0.0,0.0,0.0,0.0
184,15183.0,Chita,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,4639,4109.0,6715,7594,96.3,0,0.0,0.0,0.0,0.0
185,15185.0,Chitaraque,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,5377,6188.0,11926,20696,98.7,0,0.0,0.0,0.0,0.0
186,15187.0,Chivatá,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,52165,0.0,150490,227632,99.4,0,0.0,0.0,0.0,0.0
187,15189.0,Ciénega,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,4640,5183.0,0,0,99.5,0,0.0,0.0,0.0,0.0
188,15204.0,Cómbita,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1356,0.0,0,0,99.9,0,0.0,0.0,0.0,0.0
189,15212.0,Coper,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1998,3410.0,0,0,96.1,0,0.0,0.0,0.0,0.0
190,15215.0,Corrales,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,2841,3562.0,0,0,99.1,0,0.0,0.0,0.0,0.0
191,15218.0,Covarachía,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,97.3,0,0.0,0.0,0.0,0.0
192,15223.0,Cubará,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,2291,0.0,2140,2234,91.1,0,0.0,0.0,0.0,0.0
193,15224.0,Cucaita,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1267,1512.0,3142,4761,99.1,0,0.0,0.0,0.0,0.0
194,15226.0,Cuítiva,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,5543,6851.0,15119,0,99.7,0,0.0,0.0,0.0,0.0
195,15232.0,Chíquiza,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1649,1532.0,2579,2920,99.3,0,0.0,0.0,0.0,0.0
196,15236.0,Chivor,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,472,0.0,822,1290,99.9,0,0.0,0.0,0.0,0.0
197,15248.0,El Espino,Boyacá,5310,15566.99,939,6218.03,120,64.93,6369,21849.95,1,1838,2364.0,4490,6059,99.9,7,2223.855714,888.29,9.275714286,3121.421429
198,15272.0,Firavitoba,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,4558,2635.0,10532,8904,99.6,0,0.0,0.0,0.0,0.0
199,15276.0,Floresta,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1836,1456.0,3129,3199,99.1,0,0.0,0.0,0.0,0.0
200,15293.0,Gachantivá,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,6585,8086.0,15917,15229,100.0,0,0.0,0.0,0.0,0.0
201,15296.0,Gameza,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,14315,20428.0,0,0,99.9,0,0.0,0.0,0.0,0.0
202,15317.0,Guacamayas,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1821,2348.0,4484,0,99.6,0,0.0,0.0,0.0,0.0
203,15332.0,Güicán,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1592,0.0,2412,2419,91.1,0,0.0,0.0,0.0,0.0
204,15362.0,Iza,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,4168,8227.0,0,0,99.6,0,0.0,0.0,0.0,0.0
205,15367.0,Jenesano,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1852,2305.0,3527,0,99.7,0,0.0,0.0,0.0,0.0
206,15368.0,Jericó,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1397,1419.0,0,0,95.6,0,0.0,0.0,0.0,0.0
207,15377.0,Labranzagrande,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1575,1842.0,3107,0,94.3,0,0.0,0.0,0.0,0.0
208,15380.0,La Capilla,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1218,1669.0,0,0,99.1,0,0.0,0.0,0.0,0.0
209,15401.0,La Victoria,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,3778,0.0,7854,12352,96.1,0,0.0,0.0,0.0,0.0
210,15403.0,La Uvita,Boyacá,7506,21973.0,1352,4926.83,41,12.86,8899,26912.21,1,2164,2596.0,4153,5227,100.0,7,3139.0,703.8328571,1.837142857,3844.601429
211,15425.0,Macanal,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,2443,2738.0,5750,8521,99.8,0,0.0,0.0,0.0,0.0
212,15442.0,Maripí,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,2771,3056.0,5922,9931,95.0,0,0.0,0.0,0.0,0.0
213,15464.0,Mongua,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1743,2273.0,4309,6619,99.5,0,0.0,0.0,0.0,0.0
214,15466.0,Monguí,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,2374,3387.0,7795,0,99.7,0,0.0,0.0,0.0,0.0
215,15476.0,Motavita,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,957,2034.0,3957,5860,99.3,0,0.0,0.0,0.0,0.0
216,15480.0,Muzo,Boyacá,193,114.92,95,69.92,1,0.7,289,185.55,1,1052,0.0,3679,2714,99.2,1,114.92,69.92,0.7,185.55
217,15491.0,Nobsa,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1198,1064.0,1871,3018,99.7,0,0.0,0.0,0.0,0.0
218,15494.0,Nuevo Colón,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1201,2029.0,9172,14038,99.1,0,0.0,0.0,0.0,0.0
219,15500.0,Oicatá,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,7543,5239.0,10526,0,99.1,0,0.0,0.0,0.0,0.0
220,15507.0,Otanche,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,99.2,0,0.0,0.0,0.0,0.0
221,15511.0,Pachavita,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,6574,11553.0,27106,0,99.7,0,0.0,0.0,0.0,0.0
222,15514.0,Páez,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,99.8,0,0.0,0.0,0.0,0.0
223,15516.0,Paipa,Boyacá,502,50.16,167,29.51,65,12.18,734,91.85,1,1797,2082.0,3483,5629,99.8,1,50.16,29.51,12.18,91.85
224,15518.0,Pajarito,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,2652,3366.0,5644,0,99.1,0,0.0,0.0,0.0,0.0
225,15522.0,Panqueba,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,2062,2407.0,5195,0,99.3,0,0.0,0.0,0.0,0.0
226,15533.0,Paya,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1505,1477.0,3193,0,96.5,0,0.0,0.0,0.0,0.0
227,15537.0,Paz de Río,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,99.3,0,0.0,0.0,0.0,0.0
228,15550.0,Pisba,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1370,1569.0,3000,3956,99.5,0,0.0,0.0,0.0,0.0
229,15572.0,Puerto Boyacá,Boyacá,651,325.19,283,388.06,8,4.01,942,717.26,1,0,0.0,0,0,99.9,3,108.3966667,129.3533333,1.336666667,239.0866667
230,15580.0,Quípama,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,96.0,0,0.0,0.0,0.0,0.0
231,15600.0,Ráquira,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,2576,2201.0,3336,4425,99.2,0,0.0,0.0,0.0,0.0
232,15621.0,Rondón,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,99.2,0,0.0,0.0,0.0,0.0
233,15632.0,Saboyá,Boyacá,8670,15542.67,2393,4940.19,111,16.54,11174,20499.4,1,859,1061.0,1938,0,99.5,7,2220.381429,705.7414286,2.362857143,2928.485714
234,15638.0,Sáchica,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,2245,2258.0,3703,0,99.5,0,0.0,0.0,0.0,0.0
235,15646.0,Samacá,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1097,1660.0,2166,0,99.5,0,0.0,0.0,0.0,0.0
236,15660.0,San Eduardo,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1668,0.0,2778,3388,99.2,0,0.0,0.0,0.0,0.0
237,15664.0,San José de Pare,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1110,976.0,1366,0,96.8,0,0.0,0.0,0.0,0.0
238,15667.0,San Luis de Gaceno,Boyacá,4224,73669.71,3698,67976.33,27,56.94,7949,141702.98,1,0,0.0,0,0,99.8,8,9208.71375,8497.04125,7.1175,17712.8725
239,15673.0,San Mateo,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,3501,3763.0,5362,0,99.6,0,0.0,0.0,0.0,0.0
240,15676.0,San Miguel de Sema,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,99.9,0,0.0,0.0,0.0,0.0
241,15681.0,San Pablo de Borbur,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,98.3,0,0.0,0.0,0.0,0.0
242,15686.0,Santana,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1010,1547.0,2392,0,98.4,0,0.0,0.0,0.0,0.0
243,15690.0,Santa María,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,100.0,0,0.0,0.0,0.0,0.0
244,15693.0,Santa Rosa de Viterbo,Boyacá,5618,28651.61,623,7066.39,342,112.22,6583,35830.24,1,985,1224.0,2566,0,100.0,7,4093.087143,1009.484286,16.03142857,5118.605714
245,15696.0,Santa Sofía,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,835,1506.0,2602,0,100.0,0,0.0,0.0,0.0,0.0
246,15720.0,Sativanorte,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1694,1387.0,10755,2100,99.3,0,0.0,0.0,0.0,0.0
247,15723.0,Sativasur,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,3154,2569.0,1625,0,99.4,0,0.0,0.0,0.0,0.0
248,15740.0,Siachoque,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,420,327.0,661,0,99.4,0,0.0,0.0,0.0,0.0
249,15761.0,Somondoco,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1579,1740.0,2549,0,99.9,0,0.0,0.0,0.0,0.0
250,15762.0,Sora,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,873,0.0,656,0,99.4,0,0.0,0.0,0.0,0.0
251,15763.0,Sotaquirá,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1458,1645.0,2595,0,99.1,0,0.0,0.0,0.0,0.0
252,15764.0,Soracá,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,7384,9605.0,85038,19931,99.2,0,0.0,0.0,0.0,0.0
253,15774.0,Susacón,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1352,397.0,1763,0,99.4,0,0.0,0.0,0.0,0.0
254,15776.0,Sutamarchán,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,2605,2768.0,3715,0,99.4,0,0.0,0.0,0.0,0.0
255,15778.0,Sutatenza,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,4215,3832.0,5270,0,98.7,0,0.0,0.0,0.0,0.0
256,15790.0,Tasco,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,780,997.0,2205,0,99.2,0,0.0,0.0,0.0,0.0
257,15798.0,Tenza,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,750,815.0,0,0,99.2,0,0.0,0.0,0.0,0.0
258,15804.0,Tibaná,Boyacá,1302,121.55,83,10.83,69,15.34,1454,147.72,1,965,1200.0,2230,0,99.5,1,121.55,10.83,15.34,147.72
259,15806.0,Tibasosa,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1444,1899.0,4179,0,99.9,0,0.0,0.0,0.0,0.0
260,15808.0,Tinjacá,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1028,1263.0,2293,0,99.4,0,0.0,0.0,0.0,0.0
261,15810.0,Tipacoque,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,2923,0.0,4018,4664,99.1,0,0.0,0.0,0.0,0.0
262,15814.0,Toca,Boyacá,1167,169.34,157,106.23,278,93.76,1602,369.32,1,1562,1646.0,1697,0,99.3,2,84.67,53.115,46.88,184.66
263,15816.0,Togüí,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1512,1335.0,2320,0,99.8,0,0.0,0.0,0.0,0.0
264,15820.0,Tópaga,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,576,752.0,0,0,99.6,0,0.0,0.0,0.0,0.0
265,15822.0,Tota,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,672,885.0,1377,0,98.8,0,0.0,0.0,0.0,0.0
266,15832.0,Tununguá,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,2352,0.0,7652,28242,99.6,0,0.0,0.0,0.0,0.0
267,15835.0,Turmequé,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,5749,9001.0,31759,36039,99.9,0,0.0,0.0,0.0,0.0
268,15837.0,Tuta,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,3882,4000.0,5369,0,100.0,0,0.0,0.0,0.0,0.0
269,15839.0,Tutazá,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1857,2176.0,3231,0,100.0,0,0.0,0.0,0.0,0.0
270,15842.0,Umbita,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,2330,2152.0,2948,0,99.3,0,0.0,0.0,0.0,0.0
271,15861.0,Ventaquemada,Boyacá,5868,21876.46,704,6873.83,297,87.84,6869,28838.14,1,2165,2010.0,2914,0,99.1,8,2734.5575,859.22875,10.98,3604.7675
272,15879.0,Viracachá,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,780,944.0,1622,0,100.0,0,0.0,0.0,0.0,0.0
273,15897.0,Zetaquira,Boyacá,0,0.0,0,0.0,0,0.0,0,0.0,0,1426,1715.0,2840,0,96.2,0,0.0,0.0,0.0,0.0
274,17050.0,Aranzazu,Caldas,4305,10403.25,1700,7174.12,243,31.83,6248,17609.19,1,2889,3359.0,5353,0,99.5,8,1300.40625,896.765,3.97875,2201.14875
275,17088.0,Belalcázar,Caldas,2877,32371.15,696,5479.46,45,20.35,3618,37870.99,1,3756,0.0,8459,7350,99.5,9,3596.794444,608.8288889,2.261111111,4207.887778
276,17174.0,Chinchiná,Caldas,1767,2961.29,618,2739.6,232,54.68,2617,5755.57,1,2757,2985.0,4968,0,99.6,7,423.0414286,391.3714286,7.811428571,822.2242857
277,17272.0,Filadelfia,Caldas,0,0.0,0,0.0,0,0.0,0,0.0,0,2859,3151.0,0,0,99.2,0,0.0,0.0,0.0,0.0
278,17388.0,La Merced,Caldas,0,0.0,0,0.0,0,0.0,0,0.0,0,6069,0.0,10180,10075,99.6,0,0.0,0.0,0.0,0.0
279,17442.0,Marmato,Caldas,0,0.0,0,0.0,0,0.0,0,0.0,0,836,1364.0,1126,0,99.5,0,0.0,0.0,0.0,0.0
280,17444.0,Marquetalia,Caldas,0,0.0,0,0.0,0,0.0,0,0.0,0,822,0.0,4316,2989,99.4,0,0.0,0.0,0.0,0.0
281,17446.0,Marulanda,Caldas,0,0.0,0,0.0,0,0.0,0,0.0,0,1525,1519.0,2790,0,99.7,0,0.0,0.0,0.0,0.0
282,17486.0,Neira,Caldas,800,944.24,359,1197.75,85,29.07,1244,2171.07,1,1843,1989.0,2421,0,99.9,6,157.3733333,199.625,4.845,361.845
283,17495.0,Norcasia,Caldas,0,0.0,0,0.0,0,0.0,0,0.0,0,3639,0.0,5749,5979,99.5,0,0.0,0.0,0.0,0.0
284,17513.0,Pácora,Caldas,2736,5517.86,1093,3579.33,128,19.55,3957,9116.73,1,0,0.0,0,0,99.8,7,788.2657143,511.3328571,2.792857143,1302.39
285,17524.0,Palestina,Caldas,543,4573.91,142,2403.78,52,35.54,737,7013.23,0,990,491.0,409,0,99.2,6,762.3183333,400.63,5.923333333,1168.871667
286,17616.0,Risaralda,Caldas,0,0.0,0,0.0,0,0.0,0,0.0,0,1368,0.0,4188,3743,99.1,0,0.0,0.0,0.0,0.0
287,17662.0,Samaná,Caldas,735,30.37,247,14.43,23,4.09,1005,48.89,1,2608,0.0,4534,4125,99.7,2,15.185,7.215,2.045,24.445
288,17665.0,San José,Caldas,0,0.0,0,0.0,0,0.0,0,0.0,0,4477,0.0,9420,8920,99.6,0,0.0,0.0,0.0,0.0
289,17777.0,Supía,Caldas,0,0.0,0,0.0,0,0.0,0,0.0,0,1235,1306.0,2019,0,99.4,0,0.0,0.0,0.0,0.0
290,17867.0,Victoria,Caldas,0,0.0,0,0.0,0,0.0,0,0.0,0,3056,0.0,4164,4694,99.2,0,0.0,0.0,0.0,0.0
291,17873.0,Villamaría,Caldas,0,0.0,0,0.0,0,0.0,0,0.0,0,1053,1371.0,2911,0,99.6,0,0.0,0.0,0.0,0.0
292,17877.0,Viterbo,Caldas,378,48.04,75,16.0,81,18.85,534,82.9,1,2451,0.0,4502,5303,99.1,3,16.01333333,5.333333333,6.283333333,27.63333333
293,18029.0,Albania,Caquetá,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,99.3,0,0.0,0.0,0.0,0.0
294,18094.0,Belén de Los Andaquies,Caquetá,757,139.53,352,172.24,72,39.85,1181,351.63,1,0,0.0,0,0,98.0,1,139.53,172.24,39.85,351.63
295,18150.0,Cartagena del Chairá,Caquetá,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,99.7,0,0.0,0.0,0.0,0.0
296,18205.0,Curillo,Caquetá,0,0.0,0,0.0,0,0.0,0,0.0,0,6666,0.0,11480,15803,99.8,0,0.0,0.0,0.0,0.0
297,18247.0,El Doncello,Caquetá,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,99.9,0,0.0,0.0,0.0,0.0
298,18256.0,El Paujil,Caquetá,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,99.2,0,0.0,0.0,0.0,0.0
299,18410.0,La Montañita,Caquetá,0,0.0,0,0.0,0,0.0,0,0.0,0,686,0.0,934,930,99.2,0,0.0,0.0,0.0,0.0
300,18460.0,Milán,Caquetá,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,99.5,0,0.0,0.0,0.0,0.0
301,18479.0,Morelia,Caquetá,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,99.2,0,0.0,0.0,0.0,0.0
302,18592.0,Puerto Rico,Caquetá,406,0.0,187,0.0,36,0.0,629,0.0,1,1984,3233.0,3279,0,99.7,1,0.0,0.0,0.0,0.0
303,18610.0,San José del Fragua,Caquetá,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,99.3,0,0.0,0.0,0.0,0.0
304,18753.0,San Vicente del Caguán,Caquetá,912,132.51,1004,162.03,144,27.91,2060,322.45,1,138,0.0,739,0,100.0,4,33.1275,40.5075,6.9775,80.6125
305,18756.0,Solano,Caquetá,325,0.0,247,0.0,1,0.0,573,0.0,1,677,0.0,1422,1492,99.2,1,0.0,0.0,0.0,0.0
